회사명,거래소코드,회계년도,[제조]EPS(Earning Per Share)
(주)라이온켐텍,171120,2020/12,427
(주)라이트론,069540,2018/12,-3759
(주)라이트론,069540,2019/12,244
(주)라이트론,069540,2020/12,-1122
(주)라이프시맨틱스,347700,2018/12,
(주)라이프시맨틱스,347700,2019/12,-4315
(주)라이프시맨틱스,347700,2020/12,-1187
(주)라파스,214260,2018/12,-543
(주)라파스,214260,2019/12,19
(주)라파스,214260,2020/12,-545
(주)락앤락,115390,2018/12,0
(주)락앤락,115390,2019/12,296
(주)락앤락,115390,2020/12,-190
(주)래몽래인,200350,2018/12,694
(주)래몽래인,200350,2019/12,581
(주)래몽래인,200350,2020/12,748
(주)랩지노믹스,084650,2018/12,-445
(주)랩지노믹스,084650,2019/12,93
(주)랩지노믹스,084650,2020/12,3923
(주)러셀,217500,2018/12,2
(주)러셀,217500,2019/12,147
(주)러셀,217500,2020/12,73
(주)레고켐바이오사이언스,141080,2018/12,-2363
(주)레고켐바이오사이언스,141080,2019/12,1509
(주)레고켐바이오사이언스,141080,2020/12,-307
(주)레드캡투어,038390,2018/12,1717
(주)레드캡투어,038390,2019/12,2612
(주)레드캡투어,038390,2020/12,1380
(주)레몬,294140,2018/12,-90
(주)레몬,294140,2019/12,-305
(주)레몬,294140,2020/12,368
(주)레이,228670,2018/12,1239
(주)레이,228670,2019/12,1902
(주)레이,228670,2020/12,1006
(주)레이언스,228850,2018/12,1222
(주)레이언스,228850,2019/12,1105
(주)레이언스,228850,2020/12,-380
(주)레이크머티리얼즈,281740,2018/12,
(주)레이크머티리얼즈,281740,2019/12,
(주)레이크머티리얼즈,281740,2020/12,30
(주)레인보우로보틱스,277810,2018/12,-256
(주)레인보우로보틱스,277810,2019/12,-428
(주)레인보우로보틱스,277810,2020/12,-109
(주)로보로보,215100,2018/12,148
(주)로보로보,215100,2019/12,63
(주)로보로보,215100,2020/12,-168
(주)로보스타,090360,2018/12,-300
(주)로보스타,090360,2019/12,-482
(주)로보스타,090360,2020/12,-1535
(주)로보티즈,108490,2018/12,287
(주)로보티즈,108490,2019/12,201
(주)로보티즈,108490,2020/12,-73
(주)로지시스,067730,2018/12,79
(주)로지시스,067730,2019/12,-106
(주)로지시스,067730,2020/12,50
(주)루닛,328130,2019/12,
(주)루닛,328130,2020/12,-117419
(주)루멘스,038060,2018/12,-554
(주)루멘스,038060,2019/12,-1203
(주)루멘스,038060,2020/12,-237
(주)루트로닉,085370,2018/12,29
(주)루트로닉,085370,2019/12,-5
(주)루트로닉,085370,2020/12,-1996
(주)룽투코리아,060240,2018/12,411
(주)룽투코리아,060240,2019/12,417
(주)룽투코리아,060240,2020/12,133
(주)리노스,039980,2018/12,63
(주)리노스,039980,2019/12,-2
(주)리노스,039980,2020/12,-158
(주)리더스기술투자,019570,2018/03,
(주)리더스기술투자,019570,2019/03,
(주)리더스기술투자,019570,2020/03,
(주)리더스코스메틱,016100,2018/12,-614
(주)리더스코스메틱,016100,2019/12,-3071
(주)리더스코스메틱,016100,2020/12,-310
(주)리드,197210,2018/12,-850
(주)리드,197210,2019/12,-2558
(주)리드코프,012700,2018/12,886
(주)리드코프,012700,2019/12,1153
(주)리드코프,012700,2020/12,1193
(주)리메드,302550,2018/12,-1573
(주)리메드,302550,2019/12,832
(주)리메드,302550,2020/12,-273
(주)리파인,377450,2018/12,9938
(주)리파인,377450,2019/12,8679
(주)리파인,377450,2020/12,61683
(주)링네트,042500,2018/12,256
(주)링네트,042500,2019/12,592
(주)링네트,042500,2020/12,535
(주)링크제니시스,219420,2018/12,240
(주)링크제니시스,219420,2019/12,80
(주)링크제니시스,219420,2020/12,62
(주)마니커,027740,2018/12,-94
(주)마니커,027740,2019/12,-111
(주)마니커,027740,2020/12,-207
(주)마니커에프앤지,195500,2018/12,529
(주)마니커에프앤지,195500,2019/12,337
(주)마니커에프앤지,195500,2020/12,310
(주)마이크로디지탈,305090,2018/12,-690
(주)마이크로디지탈,305090,2019/12,-1895
(주)마이크로디지탈,305090,2020/12,-1442
(주)마이크로컨텍솔루션,098120,2018/12,-529
(주)마이크로컨텍솔루션,098120,2019/12,106
(주)마이크로컨텍솔루션,098120,2020/12,135
(주)마이크로프랜드,147760,2018/12,-172
(주)마이크로프랜드,147760,2019/12,-429
(주)마이크로프랜드,147760,2020/12,595
(주)마인즈랩,377480,2018/12,1928
(주)마인즈랩,377480,2019/12,-28082
(주)마인즈랩,377480,2020/12,-69372
(주)마크로밀엠브레인,169330,2018/06,639
(주)마크로밀엠브레인,169330,2019/06,270
(주)마크로밀엠브레인,169330,2020/06,339
(주)마크로젠,038290,2018/12,469
(주)마크로젠,038290,2019/12,970
(주)마크로젠,038290,2020/12,290
(주)매직마이크로,127160,2018/12,-197
(주)매직마이크로,127160,2019/12,-462
(주)매직마이크로,127160,2020/12,-516
(주)매커스,093520,2018/12,698
(주)매커스,093520,2019/12,396
(주)매커스,093520,2020/12,628
(주)맥스트,377030,2020/12,
(주)머큐리,100590,2018/12,1112
(주)머큐리,100590,2019/12,158
(주)머큐리,100590,2020/12,556
(주)멀티캠퍼스,067280,2018/12,2788
(주)멀티캠퍼스,067280,2019/12,2939
(주)멀티캠퍼스,067280,2020/12,1798
(주)메드팩토,235980,2018/12,
(주)메드팩토,235980,2019/12,-1632
(주)메드팩토,235980,2020/12,-1249
(주)메디아나,041920,2018/12,476
(주)메디아나,041920,2019/12,782
(주)메디아나,041920,2020/12,1293
(주)메디콕스,054180,2018/06,-80
(주)메디콕스,054180,2019/06,-95
(주)메디콕스,054180,2020/12,-253
(주)메디톡스,086900,2018/12,12211
(주)메디톡스,086900,2019/12,3793
(주)메디톡스,086900,2020/12,-5096
(주)메디프론디비티,065650,2018/12,-189
(주)메디프론디비티,065650,2019/12,-60
(주)메디프론디비티,065650,2020/12,0
(주)메리츠금융지주,138040,2018/12,
(주)메리츠금융지주,138040,2019/12,
(주)메리츠금융지주,138040,2020/12,
(주)메지온,140410,2018/12,-2014
(주)메지온,140410,2019/12,-2596
(주)메지온,140410,2020/12,-1934
(주)메카로,241770,2018/12,2888
(주)메카로,241770,2019/12,834
(주)메카로,241770,2020/12,-110
(주)메타랩스,090370,2018/12,-263
(주)메타랩스,090370,2019/12,-518
(주)메타랩스,090370,2020/12,-266
(주)메타바이오메드,059210,2018/12,33
(주)메타바이오메드,059210,2019/12,211
(주)메타바이오메드,059210,2020/12,-193
(주)멕아이씨에스,058110,2018/12,-524
(주)멕아이씨에스,058110,2019/12,-187
(주)멕아이씨에스,058110,2020/12,3886
(주)멜파스,096640,2018/12,-1514
(주)멜파스,096640,2019/12,-554
(주)멜파스,096640,2020/12,-475
(주)모나리자,012690,2018/12,-50
(주)모나리자,012690,2019/12,66
(주)모나리자,012690,2020/12,217
(주)모나미,005360,2018/12,-38
(주)모나미,005360,2019/12,-39
(주)모나미,005360,2020/12,75
(주)모다이노칩,080420,2018/12,663
(주)모다이노칩,080420,2019/12,63
(주)모다이노칩,080420,2020/12,109
(주)모두투어네트워크,080160,2018/12,955
(주)모두투어네트워크,080160,2019/12,231
(주)모두투어네트워크,080160,2020/12,-3754
(주)모베이스,101330,2018/12,484
(주)모베이스,101330,2019/12,793
(주)모베이스,101330,2020/12,644
(주)모베이스전자,012860,2018/12,-89
(주)모베이스전자,012860,2019/12,-314
(주)모베이스전자,012860,2020/12,-196
(주)모비데이즈,363260,2020/12,
(주)모비릭스,348030,2018/12,41059
(주)모비릭스,348030,2019/12,834
(주)모비릭스,348030,2020/12,1098
(주)모비스,250060,2018/12,-9
(주)모비스,250060,2019/12,-10
(주)모비스,250060,2020/12,-74
(주)모아데이타,288980,2018/12,
(주)모아데이타,288980,2019/12,5787
(주)모아데이타,288980,2020/12,879
(주)모아텍,033200,2018/03,155
(주)모아텍,033200,2019/03,82
(주)모아텍,033200,2020/03,-865
(주)모코엠시스,333050,2019/12,
(주)모코엠시스,333050,2020/12,
(주)모토닉,009680,2018/12,447
(주)모토닉,009680,2019/12,435
(주)모토닉,009680,2020/12,685
(주)모헨즈,006920,2018/12,180
(주)모헨즈,006920,2019/12,60
(주)모헨즈,006920,2020/12,15
(주)무학,033920,2018/12,-678
(주)무학,033920,2019/12,876
(주)무학,033920,2020/12,290
(주)미래생명자원,218150,2018/12,103
(주)미래생명자원,218150,2019/12,59
(주)미래생명자원,218150,2020/12,58
(주)미래아이앤지,007120,2018/12,-104
(주)미래아이앤지,007120,2019/12,107
(주)미래아이앤지,007120,2020/12,151
(주)미래컴퍼니,049950,2018/12,2743
(주)미래컴퍼니,049950,2019/12,1606
(주)미래컴퍼니,049950,2020/12,-2038
(주)미코,059090,2018/12,184
(주)미코,059090,2019/12,141
(주)미코,059090,2020/12,-200
(주)미코바이오메드,214610,2018/12,-859
(주)미코바이오메드,214610,2019/12,-1111
(주)미코바이오메드,214610,2020/12,-470
(주)미투온,201490,2018/12,-34
(주)미투온,201490,2019/12,-94
(주)미투온,201490,2020/12,164
(주)바른손,018700,2018/03,-407
(주)바른손,018700,2019/03,-451
(주)바른손,018700,2020/03,-857
(주)바른손이앤에이,035620,2018/12,977
(주)바른손이앤에이,035620,2019/12,-260
(주)바른손이앤에이,035620,2020/12,27
(주)바른전자,064520,2018/12,-438
(주)바른전자,064520,2019/12,-5934
(주)바른전자,064520,2020/12,-267
(주)바이넥스,053030,2018/12,203
(주)바이넥스,053030,2019/12,287
(주)바이넥스,053030,2020/12,221
(주)바이브컴퍼니,301300,2018/12,2087
(주)바이브컴퍼니,301300,2019/12,-1644
(주)바이브컴퍼니,301300,2020/12,-465
(주)바이오니아,064550,2018/12,-478
(주)바이오니아,064550,2019/12,-576
(주)바이오니아,064550,2020/12,2200
(주)바이오다인,314930,2018/12,
(주)바이오다인,314930,2019/12,-2562
(주)바이오다인,314930,2020/12,-957
(주)바이오로그디바이스,208710,2018/12,18
(주)바이오로그디바이스,208710,2019/12,-14
(주)바이오로그디바이스,208710,2020/12,-201
(주)바이오솔루션,086820,2018/12,201
(주)바이오솔루션,086820,2019/12,-89
(주)바이오솔루션,086820,2020/12,-226
(주)바이오스마트,038460,2018/12,210
(주)바이오스마트,038460,2019/12,1226
(주)바이오스마트,038460,2020/12,-114
(주)바이오에프디엔씨,251120,2019/12,
(주)바이오에프디엔씨,251120,2020/12,334
(주)바이오톡스텍,086040,2018/12,248
(주)바이오톡스텍,086040,2019/12,-97
(주)바이오톡스텍,086040,2020/12,138
(주)바텍,043150,2018/12,1733
(주)바텍,043150,2019/12,2198
(주)바텍,043150,2020/12,-2452
(주)박셀바이오,323990,2019/12,
(주)박셀바이오,323990,2020/12,-585
(주)방림,003610,2018/09,767
(주)방림,003610,2019/09,144
(주)방림,003610,2020/09,128
(주)배럴,267790,2018/12,658
(주)배럴,267790,2019/12,1040
(주)배럴,267790,2020/12,-789
(주)백금티앤에이,046310,2018/12,343
(주)백금티앤에이,046310,2019/12,-195
(주)백금티앤에이,046310,2020/12,-485
(주)백산,035150,2018/12,516
(주)백산,035150,2019/12,836
(주)백산,035150,2020/12,-591
(주)밸로프,331520,2019/12,
(주)밸로프,331520,2020/12,
(주)버킷스튜디오,066410,2018/12,-787
(주)버킷스튜디오,066410,2019/12,-132
(주)버킷스튜디오,066410,2020/12,-159
(주)베노홀딩스,206400,2018/12,-379
(주)베노홀딩스,206400,2019/12,24
(주)베노홀딩스,206400,2020/12,-683
(주)베셀,177350,2018/12,93
(주)베셀,177350,2019/12,-1057
(주)베셀,177350,2020/12,299
(주)베스파,299910,2018/12,
(주)베스파,299910,2019/12,191
(주)베스파,299910,2020/12,-5161
(주)벽산,007210,2018/12,180
(주)벽산,007210,2019/12,-152
(주)벽산,007210,2020/12,-16
(주)보광산업,225530,2018/12,132
(주)보광산업,225530,2019/12,175
(주)보광산업,225530,2020/12,237
(주)보라티알,250000,2018/12,678
(주)보라티알,250000,2019/12,456
(주)보라티알,250000,2020/12,146
(주)보락,002760,2018/12,18
(주)보락,002760,2019/12,11
(주)보락,002760,2020/12,7
(주)보령,003850,2018/12,544
(주)보령,003850,2019/12,817
(주)보령,003850,2020/12,558
(주)본느,226340,2018/12,26
(주)본느,226340,2019/12,210
(주)본느,226340,2020/12,-37
(주)부-스타,008470,2018/12,355
(주)부-스타,008470,2019/12,416
(주)부-스타,008470,2020/12,662
(주)부방,014470,2018/12,-8
(주)부방,014470,2019/12,-235
(주)부방,014470,2020/12,-34
(주)뷰노,338220,2018/12,-57780
(주)뷰노,338220,2019/12,-666
(주)뷰노,338220,2020/12,-1245
(주)뷰웍스,100120,2018/12,2107
(주)뷰웍스,100120,2019/12,2412
(주)뷰웍스,100120,2020/12,2271
(주)브랜드엑스코퍼레이션,337930,2019/12,
(주)브랜드엑스코퍼레이션,337930,2020/12,327
(주)브리지텍,064480,2018/12,173
(주)브리지텍,064480,2019/12,-266
(주)브리지텍,064480,2020/12,74
(주)브이씨,365900,2018/12,
(주)브이씨,365900,2019/12,16672
(주)브이씨,365900,2020/12,9725
(주)브이원텍,251630,2018/12,2055
(주)브이원텍,251630,2019/12,439
(주)브이원텍,251630,2020/12,378
(주)브이티지엠피,018290,2018/12,199
(주)브이티지엠피,018290,2019/12,141
(주)브이티지엠피,018290,2020/12,201
(주)블루베리엔에프티,044480,2018/12,-684
(주)블루베리엔에프티,044480,2019/12,-30
(주)블루베리엔에프티,044480,2020/12,-1875
(주)블루콤,033560,2018/12,180
(주)블루콤,033560,2019/12,216
(주)블루콤,033560,2020/12,-596
(주)블리츠웨이,369370,2020/12,
(주)비덴트,121800,2018/12,2885
(주)비덴트,121800,2019/12,-250
(주)비덴트,121800,2020/12,586
(주)비보존헬스케어,082800,2018/12,-151
(주)비보존헬스케어,082800,2019/12,-256
(주)비보존헬스케어,082800,2020/12,-319
(주)비비안,002070,2018/12,-1041
(주)비비안,002070,2019/12,457
(주)비비안,002070,2020/12,-3422
(주)비상교육,100220,2018/12,623
(주)비상교육,100220,2019/12,1298
(주)비상교육,100220,2020/12,-779
(주)비스토스,419540,2019/12,
(주)비스토스,419540,2020/12,5213
(주)비씨월드제약,200780,2018/12,649
(주)비씨월드제약,200780,2019/12,-202
(주)비씨월드제약,200780,2020/12,-116
(주)비아트론,141000,2018/12,2032
(주)비아트론,141000,2019/12,390
(주)비아트론,141000,2020/12,950
(주)비에이치,090460,2018/12,0
(주)비에이치,090460,2019/12,0
(주)비에이치,090460,2020/12,0
(주)비엔지티,032790,2018/12,-255
(주)비엔지티,032790,2019/12,-1077
(주)비엔지티,032790,2020/12,-278
(주)비엘,142760,2018/12,-573
(주)비엘,142760,2019/12,-1626
(주)비엘,142760,2020/12,-949
(주)비엘팜텍,065170,2018/12,22
(주)비엘팜텍,065170,2019/12,-150
(주)비엘팜텍,065170,2020/12,-295
(주)비엠티,086670,2018/12,849
(주)비엠티,086670,2019/12,644
(주)비엠티,086670,2020/12,491
(주)비올,335890,2019/12,
(주)비올,335890,2020/12,-42
(주)비와이씨,001460,2018/12,8663
(주)비와이씨,001460,2019/12,25467
(주)비와이씨,001460,2020/12,21258
(주)비즈니스온커뮤니케이션,138580,2018/12,555
(주)비즈니스온커뮤니케이션,138580,2019/12,462
(주)비즈니스온커뮤니케이션,138580,2020/12,267
(주)비지에프,027410,2018/12,788
(주)비지에프,027410,2019/12,24
(주)비지에프,027410,2020/12,232
(주)비지에프리테일,282330,2018/12,8923
(주)비지에프리테일,282330,2019/12,8670
(주)비지에프리테일,282330,2020/12,7288
(주)비츠로셀,082920,2018/12,781
(주)비츠로셀,082920,2019/12,892
(주)비츠로셀,082920,2020/12,648
(주)비츠로시스,054220,2018/03,-496
(주)비츠로시스,054220,2019/03,-2514
(주)비츠로시스,054220,2020/03,-86
(주)비츠로테크,042370,2018/06,53
(주)비츠로테크,042370,2019/12,39
(주)비츠로테크,042370,2020/12,160
(주)비케이홀딩스,050090,2018/12,-42
(주)비케이홀딩스,050090,2019/12,-29
(주)비케이홀딩스,050090,2020/12,-57
(주)비투엔,307870,2018/12,
(주)비투엔,307870,2019/12,
(주)비투엔,307870,2020/12,
(주)비트나인,357880,2018/12,
(주)비트나인,357880,2019/12,-2156
(주)비트나인,357880,2020/12,0
(주)비트컴퓨터,032850,2018/12,-9
(주)비트컴퓨터,032850,2019/12,375
(주)비트컴퓨터,032850,2020/12,401
(주)비피도,238200,2018/12,345
(주)비피도,238200,2019/12,398
(주)비피도,238200,2020/12,-112
(주)빅솔론,093190,2018/12,792
(주)빅솔론,093190,2019/12,550
(주)빅솔론,093190,2020/12,312
(주)빅텍,065450,2018/12,35
(주)빅텍,065450,2019/12,77
(주)빅텍,065450,2020/12,106
(주)빙그레,005180,2018/12,3634
(주)빙그레,005180,2019/12,4492
(주)빙그레,005180,2020/12,4603
(주)사람인에이치알,143240,2018/12,1423
(주)사람인에이치알,143240,2019/12,2170
(주)사람인에이치알,143240,2020/12,1759
(주)사조대림,003960,2018/12,1205
(주)사조대림,003960,2019/12,11371
(주)사조대림,003960,2020/12,3145
(주)사조오양,006090,2018/12,845
(주)사조오양,006090,2019/12,1402
(주)사조오양,006090,2020/12,1959
(주)산돌,419120,2020/12,
(주)삼기,122350,2018/12,181
(주)삼기,122350,2019/12,170
