회사명,거래소코드,회계년도,부채비율,유동비율
한국석유공업(주),004090,2020/12,76.55,113.16
한국선재(주),025550,2020/12,91.96,92.77
한국수출포장공업(주),002200,2020/12,22.41,251.7
한국쉘석유(주),002960,2020/12,51.46,249.16
한국알콜산업(주),017890,2020/12,13.22,415.02
한국앤컴퍼니(주),000240,2020/12,2.62,1059.14
한국유나이티드제약(주),033270,2020/12,27.64,302.6
한국유니온제약(주),080720,2020/12,40.15,190.95
한국자산신탁(주),123890,2020/12,,
한국전력공사(주),015760,2020/12,112.08,48.8
한국전력기술(주),052690,2020/12,40.11,126.58
한국전자금융(주),063570,2020/12,176.88,98.54
한국전자인증(주),041460,2020/12,42.98,220.58
한국정밀기계(주),101680,2020/12,70.17,184.86
한국정보공학(주),039740,2020/12,87.68,126.69
한국정보인증(주),053300,2020/12,30.87,301.69
한국정보통신(주),025770,2020/12,57.97,236.44
한국조선해양(주),009540,2020/12,3.3,695.86
한국주강(주),025890,2020/12,54.8,95.94
한국주철관공업(주),000970,2020/03,21.13,224.51
한국지역난방공사,071320,2020/12,236.63,63.18
한국철강(주),104700,2020/12,24.68,371.95
한국캐피탈(주),023760,2020/12,,
한국컴퓨터(주),054040,2020/12,20.18,792.33
한국콜마(주),161890,2020/12,81.75,184.18
한국콜마홀딩스(주),024720,2020/12,64.5,38.88
한국타이어앤테크놀로지(주),161390,2020/12,37.65,239.95
한국투자금융지주(주),071050,2020/12,,
한국프랜지공업(주),010100,2020/12,132.44,110.82
한국항공우주산업(주),047810,2020/12,310.57,119.34
한국화장품(주),123690,2020/12,39.59,312.81
한라아이엠에스(주),092460,2020/12,60.35,118.89
한미반도체(주),042700,2020/12,28.15,304.5
한미사이언스(주),008930,2020/12,15.26,17.66
한미약품(주),128940,2020/12,177.32,75.8
한성기업(주),003680,2020/12,287.74,78.54
한세실업(주),105630,2020/12,103.92,165.89
한세엠케이(주),069640,2020/12,48.67,269.81
한세예스24홀딩스(주),016450,2020/12,84.84,3.27
한솔로지스틱스(주),009180,2020/12,239.94,86.25
한솔아이원스(주),114810,2020/12,101.6,58.65
한솔인티큐브(주),070590,2020/12,59.31,254.6
한솔제지(주),213500,2020/12,158.18,88.68
한솔테크닉스(주),004710,2020/12,84.84,140.18
한솔피엔에스(주),010420,2020/12,145.39,148.19
한솔홀딩스(주),004150,2020/12,2.44,614.53
한스바이오메드(주),042520,2020/09,92.28,184.5
한신공영(주),004960,2020/12,168.65,129.7
한신기계공업(주),011700,2020/12,13.62,628.8
한양디지텍(주),078350,2020/12,96.12,69.33
한양이엔지(주),045100,2020/12,50.55,174.56
한양증권(주),001750,2020/12,,
한온시스템(주),018880,2020/12,269.52,124.48
한올바이오파마(주),009420,2020/12,21.36,559.99
한일단조공업(주),024740,2020/12,108.46,72.43
한일사료(주),005860,2020/12,64.25,151.9
한일시멘트(주),300720,2020/12,57.33,128.53
한일철강(주),002220,2020/12,96.68,80.73
한일현대시멘트(주),006390,2020/12,120,84.24
한일홀딩스(주),003300,2020/12,66.98,244.96
한일화학공업(주),007770,2020/12,45,1102.94
한전산업개발(주),130660,2020/12,94.89,149.43
한전케이피에스(주),051600,2020/12,28.26,296.84
한창산업(주),079170,2020/12,14.42,1464.86
한화생명보험(주),088350,2020/12,,
한화손해보험(주),000370,2020/12,,
한화솔루션(주),009830,2020/12,85.64,86.88
한화시스템(주),272210,2020/12,158.78,123.56
한화에어로스페이스(주),012450,2020/12,132.58,133.62
한화투자증권(주),003530,2020/12,,
해성디에스(주),195870,2020/12,65.32,144.91
해성산업(주),034810,2020/12,37.66,86.79
해성옵틱스(주),076610,2020/12,106.99,51.66
해태제과식품(주),101530,2020/12,122.62,68.07
핸즈코퍼레이션(주),143210,2020/12,96.22,98.6
헝셩그룹유한회사,900270,2020/12,,
현대건설(주),000720,2020/12,114.7,189.93
현대건설기계(주),267270,2020/12,102.66,168.15
현대글로비스(주),086280,2020/12,111.94,155.54
현대두산인프라코어(주),042670,2020/12,245.01,80.43
현대로템(주),064350,2020/12,215.78,125.21
현대모비스(주),012330,2020/12,29.68,255.18
현대무벡스(주),319400,2020/12,,
현대바이오사이언스(주),048410,2020/12,79.55,465.31
현대비앤지스틸(주),004560,2020/12,50.73,347.04
현대약품(주),004310,2020/11,74.73,155.47
현대에너지솔루션(주),322000,2020/12,38.75,292.23
현대에이치티(주),039010,2020/12,25.62,265.69
현대엘리베이터(주),017800,2020/12,85.97,148.55
현대오토에버(주),307950,2020/12,79.78,200.93
현대위아(주),011210,2020/12,90.98,212.45
현대일렉트릭앤에너지시스템(주),267260,2020/12,201.05,121.4
현대자동차(주),005380,2020/12,47.12,138.98
현대제철(주),004020,2020/12,97.85,152.73
현대중공업(주),329180,2020/12,157.42,117.1
현대차증권(주),001500,2020/12,,
현대코퍼레이션(주),011760,2020/12,153.06,120.98
현대코퍼레이션홀딩스(주),227840,2020/12,19.2,611.68
현대해상화재보험(주),001450,2020/12,,
현우산업(주),092300,2020/12,127.54,150.15
호전실업(주),111110,2020/12,93.35,189.04
화성밸브(주),039610,2020/12,36.09,674.68
화성산업(주),002460,2020/12,33.91,404.04
화일약품(주),061250,2020/12,8.17,860.63
화천기계(주),010660,2020/12,21.91,252.19
화천기공(주),000850,2020/12,24.95,341.83
환인제약(주),016580,2020/12,11.09,798.2
효성아이티엑스(주),094280,2020/12,227.69,63.82
효성오앤비(주),097870,2020/06,15.68,436.56
효성중공업(주),298040,2020/12,209.39,71.92
효성첨단소재(주),298050,2020/12,176.79,43.77
효성티앤씨(주),298020,2020/12,147.33,69.9
효성화학(주),298000,2020/12,232.82,55.93
휴림네트웍스(주),192410,2020/12,107.55,210.16
휴림로봇(주),090710,2020/12,71.3,86.3
휴마시스(주),205470,2020/12,39.94,439.9
휴젤(주),145020,2020/12,28.38,879.33
흥구석유(주),024060,2020/12,5.18,1108.08
흥국화재해상보험(주),000540,2020/12,,
흥아해운(주),003280,2020/12,0,35.11
